institution,city,state,region,control,level,predominant_degree,admission_rate,sat_average,undergrad_enrollment,pct_pell_grant,pct_first_generation,median_family_income,cost_of_attendance,tuition_in_state,tuition_out_state,completion_rate,median_debt_at_graduation,median_earnings_6yr,median_earnings_10yr,earnings_p25_10yr,earnings_p75_10yr,pct_earning_over_25k_10yr,debt_to_earnings,latitude,longitude
Brittany Beauty Academy,Bronx,NY,Mid East,Private for-profit,Less than 2-year,Certificate,,,136,0.61,0.5777,13520,,,,0.7222,6333,18226,18753,7785,36116,0.365,0.338,40.860976,-73.897121
Brittany Beauty Academy,Brooklyn,NY,Mid East,Private for-profit,Less than 2-year,Certificate,,,89,0.5706,0.5864,14226,,,,0.5385,6333,21185,17992,8361,39557,0.233,0.352,40.62318,-74.028581
Brittany Beauty Academy,Levittown,NY,Mid East,Private for-profit,Less than 2-year,Certificate,,,141,0.5714,0.5777,13520,,,,0.9398,6333,18226,18753,7785,36116,0.365,0.338,40.72479,-73.516164
Broken Arrow Beauty College,Broken Arrow,OK,Southwest,Private for-profit,Less than 2-year,Certificate,,,71,0.562,0.4341,18535,,,,0.8421,6333,22393,23722,11301,41558,0.284,0.267,36.029773,-95.797013
Brookdale Community College,Lincroft,NJ,Mid East,Public,2-year,Associate,,,7901,0.2408,0.4852,27884,18143,6270,10140,0.2992,12000,34658,44379,22624,69122,0.645,0.27,40.324906,-74.132746
Brookline College-Albuquerque,Albuquerque,NM,Southwest,Private for-profit,4-year,Bachelor's,,,542,0.4675,0.559,15004,,,,0.4706,9500,32705,29576,13467,43497,0.432,0.321,35.0894,-106.649835
Brookline College-Phoenix,Phoenix,AZ,Southwest,Private for-profit,4-year,Associate,,,712,0.3587,0.559,15004,,,,0.5288,9500,32705,29576,13467,43497,0.432,0.321,33.566102,-112.112473
Brookline College-Tempe,Tempe,AZ,Southwest,Private for-profit,2-year,Associate,,,282,0.5821,0.559,15004,,,,0.4032,9500,32705,29576,13467,43497,0.432,0.321,33.4163,-111.961365
Brookline College-Tucson,Tucson,AZ,Southwest,Private for-profit,4-year,Certificate,,,218,0.5952,0.559,15004,,,,0.4766,9500,32705,29576,13467,43497,0.432,0.321,32.217799,-110.875869
Broome Delaware Tioga BOCES-Practical Nursing Program,Endicott,NY,Mid East,Public,Less than 2-year,Certificate,0.4231,,99,0.4639,0.4262,22574,,,,0.5263,,42499,53233,38733,60456,,,42.115372,-75.96581
Broward College,Fort Lauderdale,FL,Southeast,Public,4-year,Associate,,,24922,0.4015,0.4874,20744,21947,2830,8952,0.3913,7500,33772,41939,21991,63877,0.654,0.179,26.119422,-80.14183
Brown Aveda Institute-Mentor,Mentor,OH,Great Lakes,Private for-profit,2-year,Certificate,,,115,0.4795,0.4306,22284,,,,0.8605,7267,25330,27446,15790,42480,0.421,0.265,41.672002,-81.324318
Brown Aveda Institute-Strongsville,Strongsville,OH,Great Lakes,Private for-profit,2-year,Certificate,,,121,0.5106,0.4306,22284,,,,0.8542,7267,25330,27446,15790,42480,0.421,0.265,41.312522,-81.826226
Brown University,Providence,RI,New England,Private nonprofit,4-year,Bachelor's,0.0539,1546,7226,0.1384,0.1704,82670,87648,71412,71412,0.9569,11428,79131,93487,63520,164436,0.892,0.122,41.82617,-71.40385
Brownson Technical School,Anaheim,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,307,0.7261,0.6328,21842,,,,0.8938,9500,63011,68767,44327,94118,0.714,0.138,33.819032,-117.905774
Brunswick Community College,Bolivia,NC,Southeast,Public,2-year,Associate,,,1211,0.3095,0.4299,18771,12836,2553,8697,0.4035,,31394,36668,19412,53973,0.467,,34.038973,-78.22979
Bryan College of Health Sciences,Lincoln,NE,Plains,Private nonprofit,4-year,Bachelor's,0.6737,,553,0.2787,,64630,32845,20640,20640,0.7,24985,66305,70845,51898,90460,0.879,0.353,40.796768,-96.651532
Bryan College-Dayton,Dayton,TN,Southeast,Private nonprofit,4-year,Bachelor's,,,814,0.2662,0.3571,42164,31270,19800,19800,0.4974,23000,45559,54434,34075,85369,0.662,0.423,35.497209,-84.999552
Bryan University,Springfield,MO,Plains,Private for-profit,4-year,Associate,,,144,0.8443,0.5972,13311,26626,15868,15868,0.8958,22764,28498,28725,14422,42496,0.474,0.792,37.135397,-93.248107
Bryan University,Tempe,AZ,Southwest,Private for-profit,4-year,Certificate,,,2506,0.7459,0.5352,14493,26732,12219,12219,0.4056,20000,32146,40283,20815,61337,0.632,0.496,33.437779,-111.944197
Bryant & Stratton College-Akron,Akron,OH,Great Lakes,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,21173,21173,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Albany,Albany,NY,Mid East,Private nonprofit,4-year,Associate,,,240,0.6245,0.5379,15184,23359,18374,18374,0.2857,21549,27873,32568,15518,48170,0.456,0.662,42.698125,-73.809977
Bryant & Stratton College-Amherst,Getzville,NY,Mid East,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,16562,16562,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Buffalo,Buffalo,NY,Mid East,Private nonprofit,4-year,Associate,,,743,0.6923,0.5379,15184,24969,18910,18910,0.2121,21549,27873,32568,15518,48170,0.456,0.662,42.887197,-78.869108
Bryant & Stratton College-Greece,Rochester,NY,Mid East,Private nonprofit,4-year,Associate,,,363,0.5971,0.5379,15184,24114,20073,20073,0.1,21549,27873,32568,15518,48170,0.456,0.662,43.240547,-77.69559
Bryant & Stratton College-Hampton,Hampton,VA,Southeast,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,18189,18189,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Henrietta,Rochester,NY,Mid East,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,20355,20355,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Online,Orchard Park,NY,Mid East,Private nonprofit,4-year,Associate,,,8841,0.7823,0.5379,15184,21430,16299,16299,0.233,21549,27873,32568,15518,48170,0.456,0.662,42.790174,-78.770363
Bryant & Stratton College-Parma,Parma,OH,Great Lakes,Private nonprofit,4-year,Associate,,,624,0.7204,0.5379,15184,23917,19580,19580,0.1882,21549,27873,32568,15518,48170,0.456,0.662,41.404607,-81.781757
Bryant & Stratton College-Racine,Mount Pleasant,WI,Great Lakes,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,,,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Richmond,North Chesterfield,VA,Southeast,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,18689,18689,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Solon,Solon,OH,Great Lakes,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,20146,20146,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Southtowns,Orchard Park,NY,Mid East,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,18860,18860,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Syracuse,Syracuse,NY,Mid East,Private nonprofit,4-year,Not classified,,,,,0.5379,15184,,19699,19699,,21549,27873,32568,15518,48170,0.456,0.662,,
Bryant & Stratton College-Syracuse North,Liverpool,NY,Mid East,Private nonprofit,4-year,Bachelor's,,,458,0.6204,0.5379,15184,25249,18768,18768,0.3163,21549,27873,32568,15518,48170,0.456,0.662,43.149337,-76.230807
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,Southeast,Private nonprofit,4-year,Associate,,,1709,0.6484,0.5379,15184,23803,18489,18489,0.2446,21549,27873,32568,15518,48170,0.456,0.662,36.827826,-76.13819
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,Great Lakes,Private nonprofit,4-year,Associate,,,1037,0.6096,0.5379,15184,26292,20288,20288,0.1974,21549,27873,32568,15518,48170,0.456,0.662,43.043215,-88.050983
Bryant University,Smithfield,RI,New England,Private nonprofit,4-year,Bachelor's,0.6546,1265,3194,0.1253,0.1607,110617,69964,52677,52677,0.7975,26849,66488,90008,59501,120462,0.909,0.298,41.920092,-71.539547
Bryn Athyn College of the New Church,Bryn Athyn,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.8294,,244,0.4029,0.3381,53222,41093,28917,28917,0.6774,22250,32083,40457,22403,68262,,0.55,40.134393,-75.060808
Bryn Mawr College,Bryn Mawr,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.2943,1396,1359,0.1475,0.1516,75124,83250,65920,65920,0.8179,25000,53102,75217,52859,107519,0.848,0.332,40.02736,-75.313223
Buckeye Hills Career Center,Rio Grande,OH,Great Lakes,Public,Less than 2-year,Certificate,,,122,0.4465,0.5782,20414,,,,0.9032,8250,33498,40264,23219,57611,0.604,0.205,38.892181,-82.388043
Buckeye Joint Vocational School,New Philadelphia,OH,Great Lakes,Public,Less than 2-year,Certificate,,,80,0.4878,0.68,20117,,,,0.8816,,33866,35889,20468,50450,0.612,,40.470531,-81.401957
Bucknell University,Lewisburg,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.2893,1410,3876,0.1238,0.1201,107136,83756,67812,67812,0.8632,27000,78852,93807,62778,133223,0.89,0.288,40.954317,-76.882616
Bucks County Community College,Newtown,PA,Mid East,Public,2-year,Associate,,,5289,0.2371,0.4725,30161,11688,5683,13963,0.3232,12000,39454,47324,27775,72979,0.683,0.254,40.239102,-74.965841
Bucks County Community College-Gene and Marlene Epstein Campus at Lower Bucks,Bristol,PA,Mid East,Public,2-year,Not classified,,,,,0.4725,30161,,5683,13963,,12000,39454,47324,27775,72979,0.683,0.254,,
Bucks County Community College-Upper Bucks Campus,Perkasie,PA,Mid East,Public,2-year,Not classified,,,,,0.4725,30161,,5683,13963,,12000,39454,47324,27775,72979,0.683,0.254,,
Buena Vista University,Storm Lake,IA,Plains,Private nonprofit,4-year,Bachelor's,0.7761,1120,1366,0.4376,0.3526,40952,54222,41798,41798,0.6169,25000,43572,49156,33767,64964,0.764,0.509,42.642255,-95.208529
Bunker Hill Community College,Boston,MA,New England,Public,2-year,Associate,,,8612,0.3785,0.549,17321,14899,6168,11112,0.1323,10500,39847,47618,23320,74837,0.619,0.221,42.374806,-71.069263
Bushnell University,Eugene,OR,Far West,Private nonprofit,4-year,Bachelor's,0.6728,1020,517,0.3271,0.3477,45290,47143,35800,35800,0.56,23500,43484,53623,32538,75230,0.756,0.438,44.047483,-123.079754
Bushnell University - Roseburg Campus,Roseburg,OR,Far West,Private nonprofit,4-year,Not classified,,,,,0.3477,45290,,,,,23500,43484,53623,32538,75230,0.756,0.438,,
Butler Beauty Academy,Butler,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,26,0.4314,0.5446,13728,,,,0.7692,7500,18947,23003,8124,34380,0.24,0.326,40.859152,-79.895107
Butler Beauty Academy-Kittanning Beauty Academy,Kittanning,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,14,0.1429,0.5446,13728,,,,0.7059,7500,18947,23003,8124,34380,0.24,0.326,40.813778,-79.52003
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,15,0.4324,0.5446,13728,,,,0.5652,7500,18947,23003,8124,34380,0.24,0.326,40.999207,-80.341891
Butler Community College,El Dorado,KS,Plains,Public,2-year,Associate,,,5104,0.3339,0.4161,29514,21295,3541,6271,0.3228,10500,35102,41206,24164,60347,0.62,0.255,37.806699,-96.882987
Butler County Community College,Butler,PA,Mid East,Public,2-year,Associate,,,1789,0.2962,0.4274,27304,12340,5910,12000,0.3719,10020,33920,38891,21424,57496,0.599,0.258,40.829364,-79.911433
Butler Technology and Career Development Schools,Monroe,OH,Great Lakes,Public,Less than 2-year,Certificate,,,596,0.2053,0.5159,28224,,,,0.7626,6396,51906,56645,37547,75508,0.632,0.113,39.44114,-84.431434
Butler University,Indianapolis,IN,Great Lakes,Private nonprofit,4-year,Bachelor's,0.8508,1274,4317,0.1505,0.1295,109207,65970,47560,47560,0.8038,26000,61627,77235,50535,124552,0.874,0.337,39.8374,-86.172167
Butte College,Oroville,CA,Far West,Public,2-year,Associate,,,8890,0.3475,0.5086,16880,15509,1356,9276,0.4526,10500,33709,41810,21955,65621,0.572,0.251,39.649782,-121.644831
CALC Institute of Technology,Alton,IL,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,83,0.8174,0.5529,16145,,,,0.5,9500,32294,32088,16814,41120,,0.296,38.927494,-90.175979
CBD College,Los Angeles,CA,Far West,Private nonprofit,4-year,Associate,,,1581,0.413,0.4343,18466,,,,0.8214,19309,34724,37237,16003,67359,0.325,0.519,34.06231,-118.306221
CCI Training Center-Arlington,Arlington,TX,Southwest,Private for-profit,Less than 2-year,Certificate,,,305,0.8505,0.5316,18022,,,,0.735,8045,33082,40829,22509,54668,,0.197,32.755006,-97.101289
CDE Career Institute,Tannersville,PA,Mid East,Private for-profit,Less than 2-year,Certificate,,,311,0.8198,,12034,,,,0.6345,9500,31972,30894,18344,36599,,0.308,41.033423,-75.303611
CEM College-Humacao,Humacao,PR,Outlying Areas,Private for-profit,4-year,Associate,,,161,0.9425,0.6864,0,18696,12900,12900,0.3818,5000,18141,21033,10682,33554,0.282,0.238,18.148771,-65.821107
CEM College-San Juan,San Juan,PR,Outlying Areas,Private for-profit,4-year,Certificate,,,119,0.9209,0.6864,0,19241,12900,12900,0.859,5000,18141,21033,10682,33554,0.282,0.238,18.393955,-66.035797
CES College,Burbank,CA,Far West,Private nonprofit,Less than 2-year,Certificate,0.68,,118,0.6805,0.6231,17,,,,0.5556,16821,26957,22916,9701,44046,,0.734,34.180401,-118.303297
CET-Coachella,Coachella,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,96,0.592,0.6925,13272,,,,0.8393,7041,33264,32986,14618,53343,0.435,0.213,33.692248,-116.185875
CET-Colton,Colton,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,162,0.5882,0.6925,13272,,,,0.7167,7041,33264,32986,14618,53343,0.435,0.213,34.077381,-117.353488
CET-El Centro,El Centro,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,130,0.3086,0.6925,13272,,,,0.9254,7041,33264,32986,14618,53343,0.435,0.213,32.790908,-115.549079
CET-El Paso,El Paso,TX,Southwest,Private nonprofit,Less than 2-year,Certificate,,,67,0.6563,0.6925,13272,,,,0.6444,7041,33264,32986,14618,53343,0.435,0.213,31.696199,-106.323115
CET-Oxnard,Oxnard,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,95,0.2465,0.6925,13272,,,,0.4167,7041,33264,32986,14618,53343,0.435,0.213,34.194208,-119.18145
CET-Salinas,Salinas,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,171,0.4118,0.6925,13272,,,,0.675,7041,33264,32986,14618,53343,0.435,0.213,36.707333,-121.65236
CET-San Diego,San Diego,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,223,0.3381,0.6925,13272,,,,0.8713,7041,33264,32986,14618,53343,0.435,0.213,32.711302,-117.105328
CET-San Jose,San Jose,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,266,0.5254,0.6925,13272,,,,0.8058,7041,33264,32986,14618,53343,0.435,0.213,37.322723,-121.88698
CET-Santa Maria,Santa Maria,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,142,0.5885,0.6925,13272,,,,0.7727,7041,33264,32986,14618,53343,0.435,0.213,34.943576,-120.441978
CET-Soledad,Soledad,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,155,0.4199,0.6925,13272,,,,0.8062,7041,33264,32986,14618,53343,0.435,0.213,36.41456,-121.316599
CET-Watsonville,Watsonville,CA,Far West,Private nonprofit,Less than 2-year,Certificate,,,142,0.3651,0.6925,13272,,,,0.8267,7041,33264,32986,14618,53343,0.435,0.213,36.931833,-121.767991
CHI Health School of Radiologic Technology,Omaha,NE,Plains,Private nonprofit,4-year,Bachelor's,,,29,0.12,,,,,,,,,48110,40046,62697,,,41.32206,-96.020431
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,Far West,Private for-profit,Less than 2-year,Certificate,,,91,0.7263,0.5333,14999,,,,0.68,9833,19044,20125,11009,44346,0.188,0.489,33.790145,-118.030758
CUNY Bernard M Baruch College,New York,NY,Mid East,Public,4-year,Bachelor's,0.4752,1280,16154,0.5688,0.5108,20824,14170,7464,15414,0.7212,11512,61542,75971,42243,112029,0.82,0.152,40.740238,-73.983417
CUNY Borough of Manhattan Community College,New York,NY,Mid East,Public,2-year,Associate,,,18623,0.567,0.531,16902,12866,5170,8050,0.2466,7574,31688,42306,19289,64717,0.649,0.179,40.71879,-74.011826
CUNY Bronx Community College,Bronx,NY,Mid East,Public,2-year,Associate,,,5964,0.5961,0.5241,15370,12677,5206,8086,0.1622,8384,33072,41307,18821,62930,0.62,0.203,40.858112,-73.912043
CUNY Brooklyn College,Brooklyn,NY,Mid East,Public,4-year,Bachelor's,0.5836,1140,10543,0.5702,0.4762,19956,14151,7452,15402,0.5386,11000,45035,60752,31888,87936,0.736,0.181,40.631517,-73.949898
CUNY Brooklyn College - Feirstein Graduate School of Cinema,Brooklyn,NY,Mid East,Public,4-year,Not classified,,,,,0.4762,19956,,,,,11000,45035,60752,31888,87936,0.736,0.181,,
CUNY City College,New York,NY,Mid East,Public,4-year,Bachelor's,0.6002,1260,12505,0.6054,0.4597,20074,14403,7340,15290,0.5682,11990,46435,66039,37225,91371,0.773,0.182,40.819846,-73.948542
CUNY Graduate School and University Center,New York,NY,Mid East,Public,4-year,Bachelor's,0.6849,,3254,0.3846,0.4396,24811,,7235,15185,,12584,68616,65991,41234,108769,,0.191,40.748612,-73.983822
CUNY Hostos Community College,Bronx,NY,Mid East,Public,2-year,Associate,,,4900,0.6303,0.5427,15387,13069,5254,8134,0.1607,8442,34095,40485,18641,60405,0.586,0.209,40.81812,-73.926759
CUNY Hunter College,New York,NY,Mid East,Public,4-year,Bachelor's,0.538,1280,16289,0.5589,0.4694,22326,13905,7382,15332,0.5686,11000,50414,63163,34332,92425,0.758,0.174,40.768669,-73.964795
CUNY John Jay College of Criminal Justice,New York,NY,Mid East,Public,4-year,Bachelor's,0.5711,1080,11590,0.5979,0.4849,19475,14212,7470,15420,0.5583,11000,50293,56195,35780,80288,0.761,0.196,40.770351,-73.98841
CUNY Kingsborough Community College,Brooklyn,NY,Mid East,Public,2-year,Associate,,,7670,0.2457,0.4779,18942,13580,5252,8132,0.2758,7100,31533,42621,20166,67676,0.652,0.167,40.577222,-73.935812
CUNY LaGuardia Community College,Long Island City,NY,Mid East,Public,2-year,Associate,,,11254,0.3785,0.5401,16968,13648,5218,8098,0.2389,7407,33219,41653,19367,66179,0.642,0.178,40.7445,-73.935057
CUNY Lehman College,Bronx,NY,Mid East,Public,4-year,Bachelor's,0.5658,970,10696,0.5994,0.5193,17797,14121,7410,15360,0.5128,10950,51067,58013,36728,82802,0.759,0.189,40.872962,-73.895379
CUNY Medgar Evers College,Brooklyn,NY,Mid East,Public,4-year,Bachelor's,0.8605,920,3233,0.5632,0.5033,18815,14771,7352,15302,0.1977,10988,37538,46498,23662,68052,0.663,0.236,40.666256,-73.957076
CUNY New York City College of Technology,Brooklyn,NY,Mid East,Public,4-year,Bachelor's,0.8029,1010,13580,0.5507,0.5124,20012,14110,7332,15282,0.2147,10533,39982,49365,24508,76756,0.71,0.213,40.695483,-73.987856
CUNY Queens College,Queens,NY,Mid East,Public,4-year,Bachelor's,0.6435,1120,12550,0.4717,0.469,20800,14367,7538,15488,0.5325,10298,48548,62763,33563,89659,0.763,0.164,40.736416,-73.820053
CUNY Queensborough Community College,Bayside,NY,Mid East,Public,2-year,Associate,,,8940,0.4438,0.5189,20310,12392,5210,8090,0.2405,8600,34254,44214,20990,69408,0.66,0.195,40.755481,-73.756656
CUNY York College,Jamaica,NY,Mid East,Public,4-year,Bachelor's,0.641,880,4345,0.4008,0.4959,19735,14330,7358,15308,0.3225,11000,46148,56945,33179,82369,0.729,0.193,40.701576,-73.796313
Cabarrus College of Health Sciences,Concord,NC,Southeast,Private nonprofit,4-year,Associate,0.2338,1150,712,0.2874,0.3699,42481,26375,16550,16550,0.7143,16000,52960,58708,36139,77574,0.785,0.273,35.440038,-80.600824
Cabell County Career Technology Center,Huntington,WV,Southeast,Public,Less than 2-year,Certificate,,,51,0.6667,0.5506,17943,,,,0.641,,35834,33975,12698,52566,0.5,,38.403244,-82.372418
Cabrillo College,Aptos,CA,Far West,Public,2-year,Associate,,,8002,0.2441,0.5076,19212,24966,1270,9862,0.3804,14380,34990,44114,22686,70453,0.614,0.326,36.989448,-121.924797
Caddo Kiowa Technology Center,Fort Cobb,OK,Southwest,Public,Less than 2-year,Certificate,,,108,0.1465,0.6421,3198,,,,0.6818,,28039,21576,7865,36946,0.399,,35.108561,-98.443443
Cadillac Institute of Cosmetology,Cadillac,MI,Great Lakes,Private for-profit,Less than 2-year,Certificate,,,43,0.8507,,9286,,,,0.5,,15314,16514,9782,,,,44.251375,-85.400655
Cairn University-Langhorne,Langhorne,PA,Mid East,Private nonprofit,4-year,Bachelor's,0.8817,1110,775,0.3205,0.2959,49950,46233,34009,34009,0.5968,26926,37077,44172,27125,64255,0.648,0.61,40.165809,-74.909509
